Aserbaidschan Russland Kasachstan Turkmenistan Iran,None 
Chile Argentinien,"Llullaillaco (Spanish pronunciation: [ʎuʎajˈʎako]) is a dormant stratovolcano at the border of Argentina (Salta Province) and Chile (Antofagasta Region). It lies in the Puna de Atacama, a region of tall volcanic peaks on a high plateau close to the Atacama Desert, one of the driest places in the world. It is the second highest active volcano in the world after Ojos del Salado.Llullaillaco formed during two different phases in the Pleistocene-Holocene out of dacitic lava flows. The oldest rocks are about 1.5 million years old. About 150,000 years ago, the volcano's southeastern flank collapsed, generating a debris avalanche that reached as far as 25 kilometres (16 mi) from the summit. The youngest dated rocks were erupted 5,600 ± 250 years ago in the summit region, but there are reports of activity from the 19th century.The mountain's first recorded climb was in 1950, but traces of earlier climbs and a number of archeological sites were found on the mountain and at its feet; Llullaillaco marks the highest archeological site in the world. In 1999, the mummified remains of three children, known as the Children of Llullaillaco, were found at its summit. They are presumed to have been human sacrifices. Mice have been observed in the summit region, they are the highest finding of a mammal in the world."
Kasachstan,"Thomas Müller (German pronunciation: [ˈtoːmas ˈmʏlɐ]; born 13 September 1989) is a German professional footballer who plays for Bundesliga club Bayern Munich and the Germany national team. A versatile player, Müller plays as a midfielder or forward, and has been deployed in a variety of attacking roles – as an attacking midfielder, second striker, centre forward and on either wing. He is widely considered as one of the best midfielders in the world.Müller has been praised for his positioning, teamwork, stamina, and work-rate, and has shown consistency in both scoring and creating goals. He is also widely regarded as one of the best off-the-ball players of all time due to his immaculate positional awareness. Due to numerous strengths in his game, he is also widely regarded as one of the most complete attacking players in the game.A product of Bayern's youth system, Müller has represented the German team ever since. He made his first-team breakthrough in the 2009–10 season after Louis van Gaal was appointed as the main coach; he played almost every game as the club won the league and cup double and reached the Champions League final. Müller scored 23 goals in the 2012–13 season as Bayern won a historic treble; the league title, cup and Champions League. He broke the Bundesliga record for assists by providing 21 in a season (a record in the top five leagues jointly held with Lionel Messi in La Liga) and scored 14 goals as Bayern won a second treble in the 2019–20 season.Müller earned a call-up to the German national team in 2010. At the 2010 World Cup, he scored five goals in six appearances as Germany finished in third place. He was named the Best Young Player of the tournament and won the Golden Boot as the tournament's top scorer, with five goals and three assists. At the 2014 World Cup he played a major role in helping the team win the trophy, scoring five goals and receiving the Silver Ball as the tournament's second-top player and the Silver Boot as the second-top goalscorer, and was also named in the World Cup All-Star XI and in the Dream Team. In 2014, Müller was ranked the fifth-best footballer in the world by The Guardian. Müller is the most decorated German footballer in history, with 30 trophies, surpassing Bastian Schweinsteiger's 26."
Mongolei,None
Finnland,"An island (or isle) is an isolated piece of habitat that is surrounded by a dramatically different habitat, such as water. Very small islands such as emergent land features on atolls can be called islets, skerries, cays or keys. An island in a river or a lake island may be called an eyot or ait, and a small island off the coast may be called a holm. Sedimentary islands in the Ganges delta are called chars. A grouping of geographically or geologically related islands, such as the Philippines, is referred to as an archipelago.There are two main types of islands in the sea: continental and oceanic. There are also artificial islands, which are man-made."
?gypten,None
Russland,"Russia (Russian: Россия, tr. Rossiya, pronounced [rɐˈsʲijə]), or the Russian Federation, is a transcontinental country spanning Eastern Europe and Northern Asia. It is the largest country in the world by area, covering over 17,125,191 square kilometres (6,612,073 sq mi), and encompassing one-eighth of Earth's inhabitable landmass. Russia extends across eleven time zones and borders sixteen sovereign nations, the most of any country in the world. It is the ninth-most populous country and the most populous country in Europe, with a population of 145.5 million. The country's capital and largest city, Moscow, is also the largest city entirely within Europe. Saint Petersburg is Russia's cultural centre and second-largest city. Other major urban areas include Novosibirsk, Yekaterinburg, Nizhny Novgorod and Kazan.The East Slavs emerged as a recognisable group in Europe between the 3rd and 8th centuries AD. The medieval state of Kievan Rus' arose in the 9th century. In 988, it adopted Orthodox Christianity from the Byzantine Empire. Rus' ultimately disintegrated, and among its principalities, the Grand Duchy of Moscow rose. By the early 18th century, Russia had vastly expanded through conquest, annexation, and exploration to evolve into the Russian Empire, the third-largest empire in history. Following the Russian Revolution, the Russian SFSR became the largest and the principal constituent of the Soviet Union, the world's first constitutionally socialist state. The Soviet Union played a decisive role in the Allied victory in World War II and emerged as a superpower and rival to the United States during the Cold War. The Soviet era saw some of the most significant technological achievements of the 20th century, including the world's first human-made satellite and the launching of the first human into space.Following the dissolution of the Soviet Union in 1991, the newly independent Russian SFSR renamed itself the Russian Federation. In the aftermath of the constitutional crisis of 1993, a new constitution was adopted, and Russia has since been governed as a federal semi-presidential republic. Since his election in 2000, Vladimir Putin has dominated Russia's political system and Russia has experienced democratic backsliding, shifting into an authoritarian state.Russia is ranked 52nd on the Human Development Index, with a universal healthcare system and free university education. Russia's economy is the world's eleventh-largest by nominal GDP and the sixth-largest by GDP (PPP). It is a recognized nuclear-weapons state, possessing the world's largest stockpile of nuclear weapons, with the fourth-highest military expenditure. Russia's extensive mineral and energy resources are the world's largest, and it is among the leading producers of oil and natural gas globally. It is a permanent member of the United Nations Security Council, a member of the G20, the SCO, BRICS, the APEC, the OSCE, the IIB and the WTO, as well as the leading member of the CIS, the CSTO, and the EAEU. Russia is also home to 30 UNESCO World Heritage Sites."
VR-China,"This is a list of virtual reality headsets, which are head-mounted displays used to present virtual reality environments.There are two primary categories of VR devices:Standalone –  devices that have all necessary components to provide virtual reality experiences integrated into the headset. Mainstream standalone VR platforms include:Oculus Mobile SDK, developed by Oculus VR for its own standalone headsets and the Samsung Gear VR. (The SDK has been deprecated in favor of OpenXR, released in July 2021.)Tethered –  headsets that act as a display device to another device, like a PC or a video game console, to provide a virtual reality experience. Mainstream tethered VR platforms include:SteamVR, part of the Steam service by Valve. The SteamVR platform uses the OpenVR SDK to support headsets from multiple manufacturers, including HTC, Windows Mixed Reality headset manufacturers, and Valve themselves. A list of supported video games can be found here.Oculus PC SDK for Oculus Rift and Oculus Rift S. The list of supported games is here.Windows Mixed Reality (also referred to as ""Windows MR"" or ""WMR""), developed by Microsoft Corporation for Windows 10 PCs.PlayStation VR, developed by Sony Computer Entertainment for use with PlayStation 4 home video game console.Open Source Virtual Reality (also referred to as ""OSVR""). The list of supported games is here.Other categories include mobile headsets, which combine a smartphone with a mount, and hybrid solutions like the Oculus Quest with the Oculus Link feature that allows the standalone device to also serve as a tethered headset.In addition, VR headsets are categorized by the degrees of freedom they provide:3DoF: 3 degrees of freedom, where the viewer may turn around and choose where to look in the VR sphere;6DoF: 6 degrees of freedom, where the viewer can move its position inside the VR environment."
USA,"The United States of America (U.S.A. or USA), commonly known as the United States (U.S. or US) or America, is a country primarily located in North America. It consists of 50 states, a federal district, five major unincorporated territories, 326 Indian reservations, and nine minor outlying islands. At nearly 3.8 million square miles (9.8 million square kilometers), it is the world's third- or fourth-largest country by geographic area. The United States shares land borders with Canada to the north and Mexico to the south as well as maritime borders with the Bahamas, Cuba, Russia, and other countries. With a population of more than 331 million people, it is the third most populous country in the world. The national capital is Washington, D.C., and the most populous city and financial center is New York City.Paleo-Indians migrated from Siberia to the North American mainland at least 12,000 years ago, and European colonization began in the 16th century. The United States emerged from the Thirteen British Colonies established along the East Coast. Disputes with Great Britain over taxation and political representation led to the American Revolutionary War (1775–1783), which established the nation's independence. In the late 18th century, the U.S. began expanding across North America, gradually obtaining new territories, sometimes through war, frequently displacing Native Americans, and admitting new states. This was strongly related to belief in manifest destiny, and by 1848, the United States spanned the continent from east to west. Slavery was legal in the southern United States until the second half of the 19th century, when the American Civil War led to its abolition. The Spanish–American War and World War I established the U.S. as a world power, and the aftermath of World War II left the United States and the Soviet Union as the world's two superpowers. During the Cold War, both sides fought in the Korean and Vietnam Wars but avoided direct military conflict. They competed in the Space Race, culminating in the 1969 American spaceflight that first landed humans on the Moon. The Soviet Union's dissolution in 1991 ended the Cold War, leaving the United States as the world's sole superpower.The United States is a federal presidential-constitutional republic with three separate branches of government, including a bicameral legislature. It is a founding member of the United Nations, World Bank, International Monetary Fund, Organization of American States, NATO, and other international organizations. It is a permanent member of the United Nations Security Council. Considered a melting pot of cultures and ethnicities, its population has been profoundly shaped by centuries of immigration. The United States ranks high in international measures of economic freedom, quality of life, education, and human rights; it has low levels of perceived corruption. However, scholars have criticized it for racial, wealth, and income inequality, capital punishment and mass incarceration, and lack of universal health care.The United States is a highly developed country, and its economy accounts for approximately a quarter of global GDP and is the world's largest by GDP at market exchange rates. By value, the United States is the world's largest importer and second-largest exporter of goods. Although its population is only 4.2% of the world's total, it holds over 30% of the total wealth in the world, the largest share held by any country. Making up more than a third of global military spending, it is the foremost military power in the world and a leading political, cultural, and scientific force."
T?rkei,"The prime minister of Estonia (Estonian: peaminister) is the head of government of the Republic of Estonia. The prime minister is nominated by the president after appropriate consultations with the parliamentary factions and confirmed by the Parliament. In case of disagreement, the Parliament can reject the president's nomination and choose their own candidate. In practice, since the prime minister must maintain the confidence of Parliament in order to remain in office, they are usually the leader of the senior partner in the governing coalition. The current prime minister is Kaja Kallas of the Reform Party. She took the office on 26 January 2021 following the resignation of Jüri Ratas.In their role as appointed by the president, the prime minister does not head any specific ministry. Rather, in accordance with the constitution, they supervise of the work of the government. The prime minister's significance and role in the government and their relations with other ministries often depend on the position of the party led by the prime minister in vis-à-vis the coalition partners, and on how much influence the prime minister possesses within its own party. If the prime minister has a strong position within their party, and the government is made up solely of representatives of that party, the prime minister can enjoy considerable authority. In all crucial national questions, however, the final word rests with Riigikogu as the legislative power.Unlike counterparts in other parliamentary republics, the prime minister is both de jure and de facto chief executive. This is because the Constitution explicitly vests executive power in the Government, of which the prime minister is the leader. In most other parliamentary republics, the president is at least nominal chief executive, while bound by convention to act on the cabinet's advice."
Kasachstan,"Thomas Müller (German pronunciation: [ˈtoːmas ˈmʏlɐ]; born 13 September 1989) is a German professional footballer who plays for Bundesliga club Bayern Munich and the Germany national team. A versatile player, Müller plays as a midfielder or forward, and has been deployed in a variety of attacking roles – as an attacking midfielder, second striker, centre forward and on either wing. He is widely considered as one of the best midfielders in the world.Müller has been praised for his positioning, teamwork, stamina, and work-rate, and has shown consistency in both scoring and creating goals. He is also widely regarded as one of the best off-the-ball players of all time due to his immaculate positional awareness. Due to numerous strengths in his game, he is also widely regarded as one of the most complete attacking players in the game.A product of Bayern's youth system, Müller has represented the German team ever since. He made his first-team breakthrough in the 2009–10 season after Louis van Gaal was appointed as the main coach; he played almost every game as the club won the league and cup double and reached the Champions League final. Müller scored 23 goals in the 2012–13 season as Bayern won a historic treble; the league title, cup and Champions League. He broke the Bundesliga record for assists by providing 21 in a season (a record in the top five leagues jointly held with Lionel Messi in La Liga) and scored 14 goals as Bayern won a second treble in the 2019–20 season.Müller earned a call-up to the German national team in 2010. At the 2010 World Cup, he scored five goals in six appearances as Germany finished in third place. He was named the Best Young Player of the tournament and won the Golden Boot as the tournament's top scorer, with five goals and three assists. At the 2014 World Cup he played a major role in helping the team win the trophy, scoring five goals and receiving the Silver Ball as the tournament's second-top player and the Silver Boot as the second-top goalscorer, and was also named in the World Cup All-Star XI and in the Dream Team. In 2014, Müller was ranked the fifth-best footballer in the world by The Guardian. Müller is the most decorated German footballer in history, with 30 trophies, surpassing Bastian Schweinsteiger's 26."
Argentinien,"Argentines (also known as Argentinians or Argentineans; in Spanish argentinos (masculine) or argentinas (feminine) are people identified with the country of Argentina. This connection may be residential, legal, historical or cultural. For most Argentines, several (or all) of these connections exist and are collectively the source of their being Argentine.Argentina is a multiethnic and multilingual society, home to people of various ethnic, religious, and national origins, with the majority of the population made up of Old World immigrants and their descendants. As a result, Argentines do not equate their nationality with ethnicity, but with citizenship and allegiance to Argentina. Aside from the indigenous population, nearly all Argentines or their ancestors immigrated within the past five centuries. Among countries in the world that have received the most immigrants in modern history, Argentina, with 6.6 million, ranks second to the United States (27 million), and ahead of other immigrant destinations such as Canada, Brazil and Australia."
Kanada,"Kaṇāda (Sanskrit: कणाद, romanized: Kaṇāda), also known as Ulūka, Kashyapa, Kaṇabhaksha, Kaṇabhuj was an ancient Indian natural scientist and philosopher who founded the Vaisheshika school of Indian philosophy that also represents the earliest Indian physics.Estimated to have lived sometime between 6th century to 2nd century BCE, little is known about his life. His traditional name ""Kaṇāda"" means ""atom eater"", and he is known for developing the foundations of an atomistic approach to physics and philosophy in the Sanskrit text Vaiśeṣika Sūtra. His text is also known as Kaṇāda Sutras, or Aphorisms of Kaṇāda.The school founded by Kaṇāda explains the creation and existence of the universe by proposing an atomistic theory, applying logic and realism, and is one of the earliest known systematic realist ontology in human history. Kaṇāda suggested that everything can be subdivided, but this subdivision cannot go on forever, and there must be smallest entities (paramanu) that cannot be divided, that are eternal, that aggregate in different ways to yield complex substances and bodies with unique identity, a process that involves heat, and this is the basis for all material existence. He used these ideas with the concept of Atman (soul, Self) to develop a non-theistic means to moksha. If viewed from the prism of physics, his ideas imply a clear role for the observer as independent of the system being studied. Kaṇāda's ideas were influential on other schools of Hinduism, and over its history became closely associated with the Nyaya school of Hindu philosophy.Kaṇāda's system speaks of six properties (padārthas) that are nameable and knowable. He claims that these are sufficient to describe everything in the universe, including observers. These six categories are dravya (substance), guna (quality), karmana (motion), samaya (time), visesa (particular), and samavaya (inherence). There are nine classes of substances (dravya), some of which are atomic, some non-atomic, and others that are all-pervasive.The ideas of Kaṇāda span a wide range of fields, and they influenced not only philosophy, but possibly scholars in other fields such as Charaka who wrote a medical text that has survived as Charaka Samhita."
Kanada,"Kaṇāda (Sanskrit: कणाद, romanized: Kaṇāda), also known as Ulūka, Kashyapa, Kaṇabhaksha, Kaṇabhuj was an ancient Indian natural scientist and philosopher who founded the Vaisheshika school of Indian philosophy that also represents the earliest Indian physics.Estimated to have lived sometime between 6th century to 2nd century BCE, little is known about his life. His traditional name ""Kaṇāda"" means ""atom eater"", and he is known for developing the foundations of an atomistic approach to physics and philosophy in the Sanskrit text Vaiśeṣika Sūtra. His text is also known as Kaṇāda Sutras, or Aphorisms of Kaṇāda.The school founded by Kaṇāda explains the creation and existence of the universe by proposing an atomistic theory, applying logic and realism, and is one of the earliest known systematic realist ontology in human history. Kaṇāda suggested that everything can be subdivided, but this subdivision cannot go on forever, and there must be smallest entities (paramanu) that cannot be divided, that are eternal, that aggregate in different ways to yield complex substances and bodies with unique identity, a process that involves heat, and this is the basis for all material existence. He used these ideas with the concept of Atman (soul, Self) to develop a non-theistic means to moksha. If viewed from the prism of physics, his ideas imply a clear role for the observer as independent of the system being studied. Kaṇāda's ideas were influential on other schools of Hinduism, and over its history became closely associated with the Nyaya school of Hindu philosophy.Kaṇāda's system speaks of six properties (padārthas) that are nameable and knowable. He claims that these are sufficient to describe everything in the universe, including observers. These six categories are dravya (substance), guna (quality), karmana (motion), samaya (time), visesa (particular), and samavaya (inherence). There are nine classes of substances (dravya), some of which are atomic, some non-atomic, and others that are all-pervasive.The ideas of Kaṇāda span a wide range of fields, and they influenced not only philosophy, but possibly scholars in other fields such as Charaka who wrote a medical text that has survived as Charaka Samhita."
Kanada,"Kaṇāda (Sanskrit: कणाद, romanized: Kaṇāda), also known as Ulūka, Kashyapa, Kaṇabhaksha, Kaṇabhuj was an ancient Indian natural scientist and philosopher who founded the Vaisheshika school of Indian philosophy that also represents the earliest Indian physics.Estimated to have lived sometime between 6th century to 2nd century BCE, little is known about his life. His traditional name ""Kaṇāda"" means ""atom eater"", and he is known for developing the foundations of an atomistic approach to physics and philosophy in the Sanskrit text Vaiśeṣika Sūtra. His text is also known as Kaṇāda Sutras, or Aphorisms of Kaṇāda.The school founded by Kaṇāda explains the creation and existence of the universe by proposing an atomistic theory, applying logic and realism, and is one of the earliest known systematic realist ontology in human history. Kaṇāda suggested that everything can be subdivided, but this subdivision cannot go on forever, and there must be smallest entities (paramanu) that cannot be divided, that are eternal, that aggregate in different ways to yield complex substances and bodies with unique identity, a process that involves heat, and this is the basis for all material existence. He used these ideas with the concept of Atman (soul, Self) to develop a non-theistic means to moksha. If viewed from the prism of physics, his ideas imply a clear role for the observer as independent of the system being studied. Kaṇāda's ideas were influential on other schools of Hinduism, and over its history became closely associated with the Nyaya school of Hindu philosophy.Kaṇāda's system speaks of six properties (padārthas) that are nameable and knowable. He claims that these are sufficient to describe everything in the universe, including observers. These six categories are dravya (substance), guna (quality), karmana (motion), samaya (time), visesa (particular), and samavaya (inherence). There are nine classes of substances (dravya), some of which are atomic, some non-atomic, and others that are all-pervasive.The ideas of Kaṇāda span a wide range of fields, and they influenced not only philosophy, but possibly scholars in other fields such as Charaka who wrote a medical text that has survived as Charaka Samhita."
Kanada,"Kaṇāda (Sanskrit: कणाद, romanized: Kaṇāda), also known as Ulūka, Kashyapa, Kaṇabhaksha, Kaṇabhuj was an ancient Indian natural scientist and philosopher who founded the Vaisheshika school of Indian philosophy that also represents the earliest Indian physics.Estimated to have lived sometime between 6th century to 2nd century BCE, little is known about his life. His traditional name ""Kaṇāda"" means ""atom eater"", and he is known for developing the foundations of an atomistic approach to physics and philosophy in the Sanskrit text Vaiśeṣika Sūtra. His text is also known as Kaṇāda Sutras, or Aphorisms of Kaṇāda.The school founded by Kaṇāda explains the creation and existence of the universe by proposing an atomistic theory, applying logic and realism, and is one of the earliest known systematic realist ontology in human history. Kaṇāda suggested that everything can be subdivided, but this subdivision cannot go on forever, and there must be smallest entities (paramanu) that cannot be divided, that are eternal, that aggregate in different ways to yield complex substances and bodies with unique identity, a process that involves heat, and this is the basis for all material existence. He used these ideas with the concept of Atman (soul, Self) to develop a non-theistic means to moksha. If viewed from the prism of physics, his ideas imply a clear role for the observer as independent of the system being studied. Kaṇāda's ideas were influential on other schools of Hinduism, and over its history became closely associated with the Nyaya school of Hindu philosophy.Kaṇāda's system speaks of six properties (padārthas) that are nameable and knowable. He claims that these are sufficient to describe everything in the universe, including observers. These six categories are dravya (substance), guna (quality), karmana (motion), samaya (time), visesa (particular), and samavaya (inherence). There are nine classes of substances (dravya), some of which are atomic, some non-atomic, and others that are all-pervasive.The ideas of Kaṇāda span a wide range of fields, and they influenced not only philosophy, but possibly scholars in other fields such as Charaka who wrote a medical text that has survived as Charaka Samhita."
Kanada,"Kaṇāda (Sanskrit: कणाद, romanized: Kaṇāda), also known as Ulūka, Kashyapa, Kaṇabhaksha, Kaṇabhuj was an ancient Indian natural scientist and philosopher who founded the Vaisheshika school of Indian philosophy that also represents the earliest Indian physics.Estimated to have lived sometime between 6th century to 2nd century BCE, little is known about his life. His traditional name ""Kaṇāda"" means ""atom eater"", and he is known for developing the foundations of an atomistic approach to physics and philosophy in the Sanskrit text Vaiśeṣika Sūtra. His text is also known as Kaṇāda Sutras, or Aphorisms of Kaṇāda.The school founded by Kaṇāda explains the creation and existence of the universe by proposing an atomistic theory, applying logic and realism, and is one of the earliest known systematic realist ontology in human history. Kaṇāda suggested that everything can be subdivided, but this subdivision cannot go on forever, and there must be smallest entities (paramanu) that cannot be divided, that are eternal, that aggregate in different ways to yield complex substances and bodies with unique identity, a process that involves heat, and this is the basis for all material existence. He used these ideas with the concept of Atman (soul, Self) to develop a non-theistic means to moksha. If viewed from the prism of physics, his ideas imply a clear role for the observer as independent of the system being studied. Kaṇāda's ideas were influential on other schools of Hinduism, and over its history became closely associated with the Nyaya school of Hindu philosophy.Kaṇāda's system speaks of six properties (padārthas) that are nameable and knowable. He claims that these are sufficient to describe everything in the universe, including observers. These six categories are dravya (substance), guna (quality), karmana (motion), samaya (time), visesa (particular), and samavaya (inherence). There are nine classes of substances (dravya), some of which are atomic, some non-atomic, and others that are all-pervasive.The ideas of Kaṇāda span a wide range of fields, and they influenced not only philosophy, but possibly scholars in other fields such as Charaka who wrote a medical text that has survived as Charaka Samhita."
Mongolei,None
Kanada,"Kaṇāda (Sanskrit: कणाद, romanized: Kaṇāda), also known as Ulūka, Kashyapa, Kaṇabhaksha, Kaṇabhuj was an ancient Indian natural scientist and philosopher who founded the Vaisheshika school of Indian philosophy that also represents the earliest Indian physics.Estimated to have lived sometime between 6th century to 2nd century BCE, little is known about his life. His traditional name ""Kaṇāda"" means ""atom eater"", and he is known for developing the foundations of an atomistic approach to physics and philosophy in the Sanskrit text Vaiśeṣika Sūtra. His text is also known as Kaṇāda Sutras, or Aphorisms of Kaṇāda.The school founded by Kaṇāda explains the creation and existence of the universe by proposing an atomistic theory, applying logic and realism, and is one of the earliest known systematic realist ontology in human history. Kaṇāda suggested that everything can be subdivided, but this subdivision cannot go on forever, and there must be smallest entities (paramanu) that cannot be divided, that are eternal, that aggregate in different ways to yield complex substances and bodies with unique identity, a process that involves heat, and this is the basis for all material existence. He used these ideas with the concept of Atman (soul, Self) to develop a non-theistic means to moksha. If viewed from the prism of physics, his ideas imply a clear role for the observer as independent of the system being studied. Kaṇāda's ideas were influential on other schools of Hinduism, and over its history became closely associated with the Nyaya school of Hindu philosophy.Kaṇāda's system speaks of six properties (padārthas) that are nameable and knowable. He claims that these are sufficient to describe everything in the universe, including observers. These six categories are dravya (substance), guna (quality), karmana (motion), samaya (time), visesa (particular), and samavaya (inherence). There are nine classes of substances (dravya), some of which are atomic, some non-atomic, and others that are all-pervasive.The ideas of Kaṇāda span a wide range of fields, and they influenced not only philosophy, but possibly scholars in other fields such as Charaka who wrote a medical text that has survived as Charaka Samhita."
Kanada,"Kaṇāda (Sanskrit: कणाद, romanized: Kaṇāda), also known as Ulūka, Kashyapa, Kaṇabhaksha, Kaṇabhuj was an ancient Indian natural scientist and philosopher who founded the Vaisheshika school of Indian philosophy that also represents the earliest Indian physics.Estimated to have lived sometime between 6th century to 2nd century BCE, little is known about his life. His traditional name ""Kaṇāda"" means ""atom eater"", and he is known for developing the foundations of an atomistic approach to physics and philosophy in the Sanskrit text Vaiśeṣika Sūtra. His text is also known as Kaṇāda Sutras, or Aphorisms of Kaṇāda.The school founded by Kaṇāda explains the creation and existence of the universe by proposing an atomistic theory, applying logic and realism, and is one of the earliest known systematic realist ontology in human history. Kaṇāda suggested that everything can be subdivided, but this subdivision cannot go on forever, and there must be smallest entities (paramanu) that cannot be divided, that are eternal, that aggregate in different ways to yield complex substances and bodies with unique identity, a process that involves heat, and this is the basis for all material existence. He used these ideas with the concept of Atman (soul, Self) to develop a non-theistic means to moksha. If viewed from the prism of physics, his ideas imply a clear role for the observer as independent of the system being studied. Kaṇāda's ideas were influential on other schools of Hinduism, and over its history became closely associated with the Nyaya school of Hindu philosophy.Kaṇāda's system speaks of six properties (padārthas) that are nameable and knowable. He claims that these are sufficient to describe everything in the universe, including observers. These six categories are dravya (substance), guna (quality), karmana (motion), samaya (time), visesa (particular), and samavaya (inherence). There are nine classes of substances (dravya), some of which are atomic, some non-atomic, and others that are all-pervasive.The ideas of Kaṇāda span a wide range of fields, and they influenced not only philosophy, but possibly scholars in other fields such as Charaka who wrote a medical text that has survived as Charaka Samhita."
VR-China,"This is a list of virtual reality headsets, which are head-mounted displays used to present virtual reality environments.There are two primary categories of VR devices:Standalone –  devices that have all necessary components to provide virtual reality experiences integrated into the headset. Mainstream standalone VR platforms include:Oculus Mobile SDK, developed by Oculus VR for its own standalone headsets and the Samsung Gear VR. (The SDK has been deprecated in favor of OpenXR, released in July 2021.)Tethered –  headsets that act as a display device to another device, like a PC or a video game console, to provide a virtual reality experience. Mainstream tethered VR platforms include:SteamVR, part of the Steam service by Valve. The SteamVR platform uses the OpenVR SDK to support headsets from multiple manufacturers, including HTC, Windows Mixed Reality headset manufacturers, and Valve themselves. A list of supported video games can be found here.Oculus PC SDK for Oculus Rift and Oculus Rift S. The list of supported games is here.Windows Mixed Reality (also referred to as ""Windows MR"" or ""WMR""), developed by Microsoft Corporation for Windows 10 PCs.PlayStation VR, developed by Sony Computer Entertainment for use with PlayStation 4 home video game console.Open Source Virtual Reality (also referred to as ""OSVR""). The list of supported games is here.Other categories include mobile headsets, which combine a smartphone with a mount, and hybrid solutions like the Oculus Quest with the Oculus Link feature that allows the standalone device to also serve as a tethered headset.In addition, VR headsets are categorized by the degrees of freedom they provide:3DoF: 3 degrees of freedom, where the viewer may turn around and choose where to look in the VR sphere;6DoF: 6 degrees of freedom, where the viewer can move its position inside the VR environment."
Indonesien,"Indonesia ( (listen) IN-də-NEE-zhə), officially the Republic of Indonesia, is a country in Southeast Asia and Oceania between the Indian and Pacific oceans. It consists of over 17,000 islands, including Sumatra, Sulawesi, Java, and parts of Borneo and New Guinea. Indonesia is the world's largest island country and the 14th-largest country by area, at 1,904,569 square kilometres (735,358 square miles). With about 270 million people, Indonesia is the world's fourth-most populous country and the most populous Muslim-majority country. Java, the world's most populous island, is home to more than half of the country's population.Indonesia is a presidential republic with an elected legislature. It has 34 provinces, of which five have special status. The country's capital, Jakarta, is the world's second-most populous urban area. Indonesia shares land borders with Papua New Guinea, East Timor, and the eastern part of Malaysia, as well as maritime borders with Singapore, Vietnam, Thailand, the Philippines, Australia, Palau, and India (Andaman and Nicobar Islands). Despite its large population and densely populated regions, Indonesia has vast areas of wilderness that support one of the world's highest levels of biodiversity.The Indonesian archipelago has been a valuable region for trade since at least the 7th century when Srivijaya and later Majapahit traded with entities from mainland China and the Indian subcontinent. Local rulers gradually absorbed foreign influences from the early centuries, and Hindu and Buddhist kingdoms flourished. Sunni traders and Sufi scholars brought Islam, while Christianity was brought mostly through European explorers. Although sometimes interrupted by the Portuguese, French and British, the Dutch were the foremost colonial power for much of their 350-year presence in the archipelago. The concept of ""Indonesia"" as a nation-state emerged in the early 20th century, culminating later in the proclamation of Indonesian Independence in 1945. However, it was not until 1949 that the Dutch recognised Indonesia's sovereignty following an armed and diplomatic conflict between the two.Indonesia consists of hundreds of distinct native ethnic and linguistic groups. A shared identity has developed with the motto ""Bhinneka Tunggal Ika"" (""Unity in Diversity"" literally, ""many, yet one""), defined by a national language, ethnic diversity, religious pluralism within a Muslim-majority population, and a history of colonialism and rebellion against it. The economy of Indonesia is the world's 16th-largest by nominal GDP and the 7th-largest by PPP. It is a regional power and is considered a middle power in global affairs. The country is a member of several multilateral organisations, including the United Nations, World Trade Organization, G20, and a founding member of the Non-Aligned Movement, Association of Southeast Asian Nations, East Asia Summit, and the Organisation of Islamic Cooperation."
Kanada,"Kaṇāda (Sanskrit: कणाद, romanized: Kaṇāda), also known as Ulūka, Kashyapa, Kaṇabhaksha, Kaṇabhuj was an ancient Indian natural scientist and philosopher who founded the Vaisheshika school of Indian philosophy that also represents the earliest Indian physics.Estimated to have lived sometime between 6th century to 2nd century BCE, little is known about his life. His traditional name ""Kaṇāda"" means ""atom eater"", and he is known for developing the foundations of an atomistic approach to physics and philosophy in the Sanskrit text Vaiśeṣika Sūtra. His text is also known as Kaṇāda Sutras, or Aphorisms of Kaṇāda.The school founded by Kaṇāda explains the creation and existence of the universe by proposing an atomistic theory, applying logic and realism, and is one of the earliest known systematic realist ontology in human history. Kaṇāda suggested that everything can be subdivided, but this subdivision cannot go on forever, and there must be smallest entities (paramanu) that cannot be divided, that are eternal, that aggregate in different ways to yield complex substances and bodies with unique identity, a process that involves heat, and this is the basis for all material existence. He used these ideas with the concept of Atman (soul, Self) to develop a non-theistic means to moksha. If viewed from the prism of physics, his ideas imply a clear role for the observer as independent of the system being studied. Kaṇāda's ideas were influential on other schools of Hinduism, and over its history became closely associated with the Nyaya school of Hindu philosophy.Kaṇāda's system speaks of six properties (padārthas) that are nameable and knowable. He claims that these are sufficient to describe everything in the universe, including observers. These six categories are dravya (substance), guna (quality), karmana (motion), samaya (time), visesa (particular), and samavaya (inherence). There are nine classes of substances (dravya), some of which are atomic, some non-atomic, and others that are all-pervasive.The ideas of Kaṇāda span a wide range of fields, and they influenced not only philosophy, but possibly scholars in other fields such as Charaka who wrote a medical text that has survived as Charaka Samhita."
